,Sample,BIOSAMPLE_ID,Species,Chrom_Type,Genetic_sex,family,Het_Count,Callable_Length,Genus,Het_per_bp
1674,SAMN03073708,SAMN03073708,Papio_anubis_ssp,X,F,Cercopithecidae,6893261,14098680376,Papio,0.0004889295179522126
318,PD_0221,SAMEA112482974,Papio_anubis_ssp,X,F,Cercopithecidae,9361323,14098680376,Papio,0.0006639857596839814
319,PD_0222,SAMEA112482975,Papio_anubis_ssp,A,F,Cercopithecidae,433548164,263754122065,Papio,0.001643758818272253
320,PD_0222,SAMEA112482975,Papio_anubis_ssp,X,F,Cercopithecidae,4412894,14098680376,Papio,0.0003130004995015003
803,PD_0726,SAMEA112483193,Papio_anubis_ssp,X,F,Cercopithecidae,9850099,14098680376,Papio,0.0006986539688329764
802,PD_0726,SAMEA112483193,Papio_anubis_ssp,A,F,Cercopithecidae,456794235,263754122065,Papio,0.0017318942029176207
1081,SAMEA115083512,SAMEA115083512,Papio_anubis_ssp,A,M,Cercopithecidae,463008581,263754122065,Papio,0.0017554553361099525
1080,SAMEA115083511,SAMEA115083511,Papio_anubis_ssp,A,M,Cercopithecidae,446172880,263754122065,Papio,0.001691624291998911
1079,SAMEA115083510,SAMEA115083510,Papio_anubis_ssp,X,F,Cercopithecidae,9136944,14098680376,Papio,0.0006480708659481139
1078,SAMEA115083510,SAMEA115083510,Papio_anubis_ssp,A,F,Cercopithecidae,464704103,263754122065,Papio,0.0017618837550735134
1077,SAMEA115083509,SAMEA115083509,Papio_anubis_ssp,A,M,Cercopithecidae,441737088,263754122065,Papio,0.0016748063861202426
815,PD_0736,SAMEA112483203,Papio_anubis_ssp,X,F,Cercopithecidae,9687352,14098680376,Papio,0.0006871105480546004
1075,SAMEA115083507,SAMEA115083507,Papio_anubis_ssp,X,F,Cercopithecidae,9953675,14098680376,Papio,0.0007060004719976497
1074,SAMEA115083507,SAMEA115083507,Papio_anubis_ssp,A,F,Cercopithecidae,459587256,263754122065,Papio,0.0017424836904984505
341,PD_0238,SAMEA112482991,Papio_anubis_ssp,A,F,Cercopithecidae,455952359,263754122065,Papio,0.0017287023058833347
342,PD_0238,SAMEA112482991,Papio_anubis_ssp,X,F,Cercopithecidae,11650695,14098680376,Papio,0.0008263677655841341
343,PD_0239,SAMEA112482992,Papio_anubis_ssp,A,F,Cercopithecidae,470912350,263754122065,Papio,0.0017854217644566236
344,PD_0239,SAMEA112482992,Papio_anubis_ssp,X,F,Cercopithecidae,12185053,14098680376,Papio,0.0008642690432746073
345,PD_0240,SAMEA112482993,Papio_anubis_ssp,A,F,Cercopithecidae,474239515,263754122065,Papio,0.0017980364109082157
1673,SAMN03073708,SAMN03073708,Papio_anubis_ssp,A,F,Cercopithecidae,445068426,263754122065,Papio,0.0016874368541255123
1672,SAMN03073707,SAMN03073707,Papio_anubis_ssp,A,M,Cercopithecidae,513928811,263754122065,Papio,0.0019485148022571816
317,PD_0221,SAMEA112482974,Papio_anubis_ssp,A,F,Cercopithecidae,431247557,263754122065,Papio,0.001635036274025407
316,PD_0220,SAMEA112482973,Papio_anubis_ssp,A,M,Cercopithecidae,416455877,263754122065,Papio,0.001578954951450457
1093,SAMEA115083520,SAMEA115083520,Papio_anubis_ssp,A,M,Cercopithecidae,411180777,263754122065,Papio,0.0015589548848782273
1092,SAMEA115083519,SAMEA115083519,Papio_anubis_ssp,A,M,Cercopithecidae,420927407,263754122065,Papio,0.0015959083547375458
302,PD_0211,SAMEA112482964,Papio_anubis_ssp,X,F,Cercopithecidae,6743996,14098680376,Papio,0.00047834235688328793
303,PD_0212,SAMEA112482965,Papio_anubis_ssp,A,F,Cercopithecidae,468996729,263754122065,Papio,0.0017781588599567733
1089,SAMEA115083517,SAMEA115083517,Papio_anubis_ssp,A,M,Cercopithecidae,457480854,263754122065,Papio,0.0017344974570189188
1088,SAMEA115083516,SAMEA115083516,Papio_anubis_ssp,X,F,Cercopithecidae,10193676,14098680376,Papio,0.0007230234126984368
1087,SAMEA115083516,SAMEA115083516,Papio_anubis_ssp,A,F,Cercopithecidae,455127710,263754122065,Papio,0.0017255757234680776
1086,SAMEA115083515,SAMEA115083515,Papio_anubis_ssp,X,F,Cercopithecidae,8535925,14098680376,Papio,0.0006054414152497984
1085,SAMEA115083515,SAMEA115083515,Papio_anubis_ssp,A,F,Cercopithecidae,464858290,263754122065,Papio,0.0017624683411978659
1095,SAMEA115083521,SAMEA115083521,Papio_anubis_ssp,X,F,Cercopithecidae,10306026,14098680376,Papio,0.0007309922436105307
1084,SAMEA115083514,SAMEA115083514,Papio_anubis_ssp,X,F,Cercopithecidae,6293098,14098680376,Papio,0.00044636078215608456
304,PD_0212,SAMEA112482965,Papio_anubis_ssp,X,F,Cercopithecidae,11324666,14098680376,Papio,0.0008032429772135151
808,PD_0730,SAMEA112483197,Papio_anubis_ssp,X,F,Cercopithecidae,9881557,14098680376,Papio,0.0007008852414883627
807,PD_0730,SAMEA112483197,Papio_anubis_ssp,A,F,Cercopithecidae,450651044,263754122065,Papio,0.0017086028474995391
806,PD_0729,SAMEA112483196,Papio_anubis_ssp,A,M,Cercopithecidae,450946043,263754122065,Papio,0.0017097213096403025
313,PD_0218,SAMEA112482971,Papio_anubis_ssp,A,M,Cercopithecidae,416944439,263754122065,Papio,0.0015808072902733536
805,PD_0728,SAMEA112483195,Papio_anubis_ssp,A,M,Cercopithecidae,454154866,263754122065,Papio,0.0017218872730568257
804,PD_0727,SAMEA112483194,Papio_anubis_ssp,A,M,Cercopithecidae,446678348,263754122065,Papio,0.0016935407283982461
314,PD_0219,SAMEA112482972,Papio_anubis_ssp,A,F,Cercopithecidae,426592736,263754122065,Papio,0.0016173879394190843
315,PD_0219,SAMEA112482972,Papio_anubis_ssp,X,F,Cercopithecidae,9899426,14098680376,Papio,0.0007021526650715243
1083,SAMEA115083514,SAMEA115083514,Papio_anubis_ssp,A,F,Cercopithecidae,463443536,263754122065,Papio,0.0017571044288202185
816,PD_0737,SAMEA112483204,Papio_anubis_ssp,A,F,Cercopithecidae,452778953,263754122065,Papio,0.0017166706228326411
2428,SAMN43494761,SAMN43494761,Papio_anubis_ssp,A,F,Cercopithecidae,513117751,263754122065,Papio,0.0019454397413115933
818,PD_0738,SAMEA112483205,Papio_anubis_ssp,A,F,Cercopithecidae,436646991,263754122065,Papio,0.0016555077417610635
1137,SAMEA115083546,SAMEA115083546,Papio_anubis_ssp,X,F,Cercopithecidae,9800451,14098680376,Papio,0.0006951325045061082
1136,SAMEA115083546,SAMEA115083546,Papio_anubis_ssp,A,F,Cercopithecidae,454633905,263754122065,Papio,0.0017237035062828677
1135,SAMEA115083545,SAMEA115083545,Papio_anubis_ssp,X,F,Cercopithecidae,11898293,14098680376,Papio,0.0008439295510418343
1134,SAMEA115083545,SAMEA115083545,Papio_anubis_ssp,A,F,Cercopithecidae,463453166,263754122065,Papio,0.0017571409400979365
1133,SAMEA115083544,SAMEA115083544,Papio_anubis_ssp,A,M,Cercopithecidae,468615274,263754122065,Papio,0.0017767126076782742
1132,SAMEA115083543,SAMEA115083543,Papio_anubis_ssp,X,F,Cercopithecidae,7281029,14098680376,Papio,0.0005164333686430966
1131,SAMEA115083543,SAMEA115083543,Papio_anubis_ssp,A,F,Cercopithecidae,427027584,263754122065,Papio,0.0016190366264484867
1138,SAMEA115083547,SAMEA115083547,Papio_anubis_ssp,A,M,Cercopithecidae,454999203,263754122065,Papio,0.001725088500750973
1130,SAMEA115083542,SAMEA115083542,Papio_anubis_ssp,A,M,Cercopithecidae,468615274,263754122065,Papio,0.0017767126076782742
823,PD_0742,SAMEA112483209,Papio_anubis_ssp,A,M,Cercopithecidae,443301000,263754122065,Papio,0.0016807358176216566
2439,SAMN43494767,SAMN43494767,Papio_anubis_ssp,X,F,Cercopithecidae,18182724,14098680376,Papio,0.0012896755948132717
2438,SAMN43494767,SAMN43494767,Papio_anubis_ssp,A,F,Cercopithecidae,544609991,263754122065,Papio,0.002064839733066941
2437,SAMN43494766,SAMN43494766,Papio_anubis_ssp,X,F,Cercopithecidae,12011071,14098680376,Papio,0.0008519287394050219
2436,SAMN43494766,SAMN43494766,Papio_anubis_ssp,A,F,Cercopithecidae,538461985,263754122065,Papio,0.0020415301220100004
2435,SAMN43494765,SAMN43494765,Papio_anubis_ssp,X,F,Cercopithecidae,17586627,14098680376,Papio,0.0012473952548025336
2434,SAMN43494765,SAMN43494765,Papio_anubis_ssp,A,F,Cercopithecidae,545311483,263754122065,Papio,0.0020674993768082703
1129,SAMEA115083541,SAMEA115083541,Papio_anubis_ssp,X,F,Cercopithecidae,10765484,14098680376,Papio,0.0007635809673596079
2433,SAMN43494764,SAMN43494764,Papio_anubis_ssp,X,F,Cercopithecidae,12577636,14098680376,Papio,0.0008921144152902953
1139,SAMEA115083548,SAMEA115083548,Papio_anubis_ssp,A,F,Cercopithecidae,485600561,263754122065,Papio,0.0018411107936365362
817,PD_0737,SAMEA112483204,Papio_anubis_ssp,X,F,Cercopithecidae,7107154,14098680376,Papio,0.0005041006541362847
801,PD_0725,SAMEA112483192,Papio_anubis_ssp,A,M,Cercopithecidae,442083019,263754122065,Papio,0.0016761179523520483
800,PD_0724,SAMEA112483191,Papio_anubis_ssp,X,F,Cercopithecidae,9820674,14098680376,Papio,0.0006965668940702852
799,PD_0724,SAMEA112483191,Papio_anubis_ssp,A,F,Cercopithecidae,447364646,263754122065,Papio,0.0016961427654569536
798,PD_0723,SAMEA112483190,Papio_anubis_ssp,A,M,Cercopithecidae,458990945,263754122065,Papio,0.0017402228310459751
826,PD_0744,SAMEA112483211,Papio_anubis_ssp,X,F,Cercopithecidae,9386254,14098680376,Papio,0.0006657540812101888
825,PD_0744,SAMEA112483211,Papio_anubis_ssp,A,F,Cercopithecidae,452956359,263754122065,Papio,0.0017173432417043805
797,PD_0722,SAMEA112483189,Papio_anubis_ssp,A,M,Cercopithecidae,460147829,263754122065,Papio,0.0017446090525425055
1140,SAMEA115083548,SAMEA115083548,Papio_anubis_ssp,X,F,Cercopithecidae,11012868,14098680376,Papio,0.0007811275740917613
796,PD_0721,SAMEA112483188,Papio_anubis_ssp,X,F,Cercopithecidae,9806229,14098680376,Papio,0.0006955423300958731
794,PD_0720,SAMEA112483187,Papio_anubis_ssp,A,M,Cercopithecidae,456149988,263754122065,Papio,0.0017294515984382821
386,PD_0267,SAMEA112483020,Papio_anubis_ssp,A,M,Cercopithecidae,554061729,263754122065,Papio,0.0021006751464663596
385,PD_0266,SAMEA112483019,Papio_anubis_ssp,A,M,Cercopithecidae,577807062,263754122065,Papio,0.002190703438020977
384,PD_0265,SAMEA112483018,Papio_anubis_ssp,X,F,Cercopithecidae,17758897,14098680376,Papio,0.0012596141288677442
383,PD_0265,SAMEA112483018,Papio_anubis_ssp,A,F,Cercopithecidae,582552619,263754122065,Papio,0.0022086957899995767
824,PD_0743,SAMEA112483210,Papio_anubis_ssp,A,M,Cercopithecidae,431595521,263754122065,Papio,0.0016363555481936198
1142,SAMEA115083549,SAMEA115083549,Papio_anubis_ssp,X,F,Cercopithecidae,8616924,14098680376,Papio,0.0006111865628692794
795,PD_0721,SAMEA112483188,Papio_anubis_ssp,A,F,Cercopithecidae,453817388,263754122065,Papio,0.0017206077556132394
2432,SAMN43494764,SAMN43494764,Papio_anubis_ssp,A,F,Cercopithecidae,530301309,263754122065,Papio,0.002010589653909984
1141,SAMEA115083549,SAMEA115083549,Papio_anubis_ssp,A,F,Cercopithecidae,477761955,263754122065,Papio,0.0018113914249357572
347,PD_0241,SAMEA112482994,Papio_anubis_ssp,A,F,Cercopithecidae,466942329,263754122065,Papio,0.001770369787376919
350,PD_0243,SAMEA112482996,Papio_anubis_ssp,A,F,Cercopithecidae,532188896,263754122065,Papio,0.0020177462700235885
295,PD_0208,SAMEA112482961,Papio_anubis_ssp,A,F,Cercopithecidae,463310000,263754122065,Papio,0.001756598139102528
294,PD_0207,SAMEA112482960,Papio_anubis_ssp,A,M,Cercopithecidae,482658703,263754122065,Papio,0.0018299570039745305
346,PD_0240,SAMEA112482993,Papio_anubis_ssp,X,F,Cercopithecidae,8181327,14098680376,Papio,0.0005802902670186755
822,PD_0741,SAMEA112483208,Papio_anubis_ssp,A,M,Cercopithecidae,454266039,263754122065,Papio,0.0017223087754740377
821,PD_0740,SAMEA112483207,Papio_anubis_ssp,A,M,Cercopithecidae,449633688,263754122065,Papio,0.0017047456338490571
348,PD_0241,SAMEA112482994,Papio_anubis_ssp,X,F,Cercopithecidae,10390984,14098680376,Papio,0.0007370181976526283
1114,SAMEA115083533,SAMEA115083533,Papio_anubis_ssp,A,M,Cercopithecidae,420489456,263754122065,Papio,0.001594247902963101
819,PD_0738,SAMEA112483205,Papio_anubis_ssp,X,F,Cercopithecidae,9479558,14098680376,Papio,0.0006723720055486135
820,PD_0739,SAMEA112483206,Papio_anubis_ssp,A,M,Cercopithecidae,450140226,263754122065,Papio,0.0017066661270570274
293,PD_0206,SAMEA112482959,Papio_anubis_ssp,X,F,Cercopithecidae,11643419,14098680376,Papio,0.0008258516889155414
292,PD_0206,SAMEA112482959,Papio_anubis_ssp,A,F,Cercopithecidae,474024766,263754122065,Papio,0.0017972222094151027
291,PD_0205,SAMEA112482958,Papio_anubis_ssp,X,F,Cercopithecidae,10049440,14098680376,Papio,0.0007127929516798629
290,PD_0205,SAMEA112482958,Papio_anubis_ssp,A,F,Cercopithecidae,491763333,263754122065,Papio,0.0018644763886526447
351,PD_0243,SAMEA112482996,Papio_anubis_ssp,X,F,Cercopithecidae,14251865,14098680376,Papio,0.0010108651746060407
1121,SAMEA115083537,SAMEA115083537,Papio_anubis_ssp,X,F,Cercopithecidae,9988236,14098680376,Papio,0.0007084518361734651
1122,SAMEA115083538,SAMEA115083538,Papio_anubis_ssp,A,F,Cercopithecidae,461587086,263754122065,Papio,0.0017500658658379023
1120,SAMEA115083537,SAMEA115083537,Papio_anubis_ssp,A,F,Cercopithecidae,466589443,263754122065,Papio,0.0017690318518889837
1124,SAMEA115083539,SAMEA115083539,Papio_anubis_ssp,A,F,Cercopithecidae,468729229,263754122065,Papio,0.0017771446577979381
2430,SAMN43494762,SAMN43494762,Papio_anubis_ssp,A,M,Cercopithecidae,511411208,263754122065,Papio,0.0019389695372190885
2429,SAMN43494761,SAMN43494761,Papio_anubis_ssp,X,F,Cercopithecidae,15082720,14098680376,Papio,0.0010697965765416682
349,PD_0242,SAMEA112482995,Papio_anubis_ssp,A,M,Cercopithecidae,480416411,263754122065,Papio,0.0018214555557983104
1556,SAMN02199293,SAMN02199293,Papio_anubis_ssp,A,F,Cercopithecidae,373448083,263754122065,Papio,0.0014158947737998454
1557,SAMN02199293,SAMN02199293,Papio_anubis_ssp,X,F,Cercopithecidae,8694606,14098680376,Papio,0.0006166964402427843
1128,SAMEA115083541,SAMEA115083541,Papio_anubis_ssp,A,F,Cercopithecidae,463981639,263754122065,Papio,0.0017591445978829313
1123,SAMEA115083538,SAMEA115083538,Papio_anubis_ssp,X,F,Cercopithecidae,10012846,14098680376,Papio,0.0007101973896113524
2427,SAMN43494760,SAMN43494760,Papio_anubis_ssp,X,F,Cercopithecidae,15412387,14098680376,Papio,0.0010931794032465836
1127,SAMEA115083540,SAMEA115083540,Papio_anubis_ssp,X,F,Cercopithecidae,10923202,14098680376,Papio,0.000774767688087633
1126,SAMEA115083540,SAMEA115083540,Papio_anubis_ssp,A,F,Cercopithecidae,458304326,263754122065,Papio,0.001737619576944677
1125,SAMEA115083539,SAMEA115083539,Papio_anubis_ssp,X,F,Cercopithecidae,12196502,14098680376,Papio,0.0008650811050913635
2425,SAMN43494759,SAMN43494759,Papio_anubis_ssp,A,M,Cercopithecidae,504834025,263754122065,Papio,0.0019140327402185125
353,PD_0244,SAMEA112482997,Papio_anubis_ssp,X,F,Cercopithecidae,13605264,14098680376,Papio,0.0009650026553662471
352,PD_0244,SAMEA112482997,Papio_anubis_ssp,A,F,Cercopithecidae,571096664,263754122065,Papio,0.0021652615683453017
296,PD_0208,SAMEA112482961,Papio_anubis_ssp,X,F,Cercopithecidae,9366245,14098680376,Papio,0.0006643348703715588
2426,SAMN43494760,SAMN43494760,Papio_anubis_ssp,A,F,Cercopithecidae,531545719,263754122065,Papio,0.002015307722352885
2431,SAMN43494763,SAMN43494763,Papio_anubis_ssp,A,M,Cercopithecidae,557915762,263754122065,Papio,0.0021152873654899933
330,PD_0229,SAMEA112482982,Papio_cynocephalus_ssp,A,M,Cercopithecidae,726278085,286917160959,Papio,0.002531316295520518
331,PD_0230,SAMEA112482983,Papio_cynocephalus_ssp,A,M,Cercopithecidae,830348532,286917160959,Papio,0.0028940357879766398
332,PD_0231,SAMEA112482984,Papio_cynocephalus_ssp,A,M,Cercopithecidae,840933873,286917160959,Papio,0.002930929158051191
333,PD_0232,SAMEA112482985,Papio_cynocephalus_ssp,A,F,Cercopithecidae,840919131,286917160959,Papio,0.0029308777773671265
329,PD_0228,SAMEA112482981,Papio_cynocephalus_ssp,A,M,Cercopithecidae,830880297,286917160959,Papio,0.002895889162651834
334,PD_0232,SAMEA112482985,Papio_cynocephalus_ssp,X,F,Cercopithecidae,23680215,15319542771,Papio,0.0015457520732816393
1796,SAMN04455161,SAMN04455161,Papio_cynocephalus_ssp,A,M,Cercopithecidae,664395147,286917160959,Papio,0.0023156340484455757
336,PD_0234,SAMEA112482987,Papio_cynocephalus_ssp,A,M,Cercopithecidae,851755905,286917160959,Papio,0.002968647473553227
337,PD_0235,SAMEA112482988,Papio_cynocephalus_ssp,A,M,Cercopithecidae,726006762,286917160959,Papio,0.0025303706462638017
338,PD_0236,SAMEA112482989,Papio_cynocephalus_ssp,A,M,Cercopithecidae,703973907,286917160959,Papio,0.0024535789516633225
339,PD_0237,SAMEA112482990,Papio_cynocephalus_ssp,A,F,Cercopithecidae,716872689,286917160959,Papio,0.002498535419087184
340,PD_0237,SAMEA112482990,Papio_cynocephalus_ssp,X,F,Cercopithecidae,19815120,15319542771,Papio,0.0012934537470341582
860,PD_0772,SAMEA112483239,Papio_cynocephalus_ssp,A,F,Cercopithecidae,740805273,286917160959,Papio,0.0025819482896175033
858,PD_0770,SAMEA112483237,Papio_cynocephalus_ssp,X,F,Cercopithecidae,17820270,15319542771,Papio,0.0011632377197140567
857,PD_0770,SAMEA112483237,Papio_cynocephalus_ssp,A,F,Cercopithecidae,716346423,286917160959,Papio,0.002496701210222712
2210,SAMN20814897,SAMN20814897,Papio_cynocephalus_ssp,A,M,Cercopithecidae,407341467,286917160959,Papio,0.0014197180316384368
2211,SAMN20814898,SAMN20814898,Papio_cynocephalus_ssp,A,M,Cercopithecidae,565653582,286917160959,Papio,0.001971487449929253
2212,SAMN20814899,SAMN20814899,Papio_cynocephalus_ssp,A,M,Cercopithecidae,601717311,286917160959,Papio,0.0020971813222632036
2213,SAMN20814900,SAMN20814900,Papio_cynocephalus_ssp,A,F,Cercopithecidae,568492470,286917160959,Papio,0.0019813819016605864
335,PD_0233,SAMEA112482986,Papio_cynocephalus_ssp,A,M,Cercopithecidae,885457404,286917160959,Papio,0.003086108202940606
859,PD_0771,SAMEA112483238,Papio_cynocephalus_ssp,A,M,Cercopithecidae,729935271,286917160959,Papio,0.0025440627830006536
863,PD_0773,SAMEA112483240,Papio_cynocephalus_ssp,X,F,Cercopithecidae,20175246,15319542771,Papio,0.0013169613676846726
327,PD_0226,SAMEA112482979,Papio_cynocephalus_ssp,X,F,Cercopithecidae,21399183,15319542771,Papio,0.0013968552012210704
2214,SAMN20814900,SAMN20814900,Papio_cynocephalus_ssp,X,F,Cercopithecidae,16420482,15319542771,Papio,0.0010718650187839865
305,PD_0213,SAMEA112482966,Papio_cynocephalus_ssp,A,F,Cercopithecidae,786064500,286917160959,Papio,0.002739691475311675
306,PD_0213,SAMEA112482966,Papio_cynocephalus_ssp,X,F,Cercopithecidae,24457680,15319542771,Papio,0.0015965019560700308
307,PD_0214,SAMEA112482967,Papio_cynocephalus_ssp,A,F,Cercopithecidae,811129176,286917160959,Papio,0.002827050056151605
308,PD_0214,SAMEA112482967,Papio_cynocephalus_ssp,X,F,Cercopithecidae,24016590,15319542771,Papio,0.001567709321290161
309,PD_0215,SAMEA112482968,Papio_cynocephalus_ssp,A,M,Cercopithecidae,813822633,286917160959,Papio,0.002836437633356807
310,PD_0216,SAMEA112482969,Papio_cynocephalus_ssp,A,F,Cercopithecidae,842771475,286917160959,Papio,0.0029373338010981877
311,PD_0216,SAMEA112482969,Papio_cynocephalus_ssp,X,F,Cercopithecidae,23875488,15319542771,Papio,0.0015584987330820644
312,PD_0217,SAMEA112482970,Papio_cynocephalus_ssp,A,M,Cercopithecidae,840562047,286917160959,Papio,0.0029296332230197794
852,PD_0766,SAMEA112483233,Papio_cynocephalus_ssp,A,M,Cercopithecidae,730394262,286917160959,Papio,0.0025456625165211784
853,PD_0767,SAMEA112483234,Papio_cynocephalus_ssp,A,M,Cercopithecidae,732366180,286917160959,Papio,0.002552535294689654
328,PD_0227,SAMEA112482980,Papio_cynocephalus_ssp,A,M,Cercopithecidae,760970340,286917160959,Papio,0.002652230133103615
854,PD_0768,SAMEA112483235,Papio_cynocephalus_ssp,A,M,Cercopithecidae,728037531,286917160959,Papio,0.0025374485393853292
865,PD_0774,SAMEA112483241,Papio_cynocephalus_ssp,X,F,Cercopithecidae,15230826,15319542771,Papio,0.000994208915218544
864,PD_0774,SAMEA112483241,Papio_cynocephalus_ssp,A,F,Cercopithecidae,708830343,286917160959,Papio,0.002470505217013808
855,PD_0769,SAMEA112483236,Papio_cynocephalus_ssp,A,F,Cercopithecidae,724639032,286917160959,Papio,0.0025256036605755686
862,PD_0773,SAMEA112483240,Papio_cynocephalus_ssp,A,F,Cercopithecidae,725818626,286917160959,Papio,0.002529714930867165
321,PD_0223,SAMEA112482976,Papio_cynocephalus_ssp,A,M,Cercopithecidae,704682927,286917160959,Papio,0.002456050117896915
322,PD_0224,SAMEA112482977,Papio_cynocephalus_ssp,A,F,Cercopithecidae,769294773,286917160959,Papio,0.0026812435004887384
323,PD_0224,SAMEA112482977,Papio_cynocephalus_ssp,X,F,Cercopithecidae,23121774,15319542771,Papio,0.001509299222935666
861,PD_0772,SAMEA112483239,Papio_cynocephalus_ssp,X,F,Cercopithecidae,18119673,15319542771,Papio,0.0011827815797675544
324,PD_0225,SAMEA112482978,Papio_cynocephalus_ssp,A,F,Cercopithecidae,732504474,286917160959,Papio,0.0025530172944401666
325,PD_0225,SAMEA112482978,Papio_cynocephalus_ssp,X,F,Cercopithecidae,21282417,15319542771,Papio,0.0013892331721732428
326,PD_0226,SAMEA112482979,Papio_cynocephalus_ssp,A,F,Cercopithecidae,722702097,286917160959,Papio,0.002518852809585945
866,PD_0775,SAMEA112483242,Papio_cynocephalus_ssp,A,M,Cercopithecidae,739803168,286917160959,Papio,0.0025784556264507185
2215,SAMN20814901,SAMN20814901,Papio_cynocephalus_ssp,A,M,Cercopithecidae,581751027,286917160959,Papio,0.0020275923024455525
836,PD_0753,SAMEA112483220,Papio_cynocephalus_ssp,A,M,Cercopithecidae,738257013,286917160959,Papio,0.002573066771372019
2217,SAMN20814903,SAMN20814903,Papio_cynocephalus_ssp,A,F,Cercopithecidae,596571651,286917160959,Papio,0.0020792470168253517
1115,SAMEA115083534,SAMEA115083534,Papio_cynocephalus_ssp,A,M,Cercopithecidae,821818998,286917160959,Papio,0.0028643075766298853
1610,SAMN02866414,SAMN02866414,Papio_cynocephalus_ssp,A,F,Cercopithecidae,699631569,286917160959,Papio,0.0024384444857237946
1611,SAMN02866414,SAMN02866414,Papio_cynocephalus_ssp,X,F,Cercopithecidae,16774875,15319542771,Papio,0.0010949984115553994
